company,location,�ذ� ���� ��,date,��ü �η� �� ���� ���� ����,industry,����,is_ai_company
Polygon,Bengaluru Non-U.S.,100,2023-02-21,20%,Crypto,India,TRUE
Crunchyroll,Tokyo Non-U.S.,85,2023-02-21,,Media,Japan,FALSE
Ethos Life,SF Bay Area,50,2023-02-21,,Finance,United States,FALSE
Bolt,Lagos Non-U.S.,17,2023-02-21,,Transportat??https://techpoint.africa/2023/0 2/21/bolt-lays-off-17-of-its- 70-workers-in-nigeria/,,FALSE
Criteo,Paris Non-U.S.,,2023-02-21,,Marketing,France,FALSE
PeerStreet,Los Angeles,,2023-02-21,,Real Estate,United States,FALSE
Zalando,Berlin Non-U.S.,,2023-02-21,,Retail,Germany,FALSE
Basis Technologies,Chicago,40,2023-02-21,4%,Marketing,United States,FALSE
Synamedia,London Non-U.S.,200,2023-02-22,12%,Media,United Kingdo??False,FALSE
TaskUs,San Antonio,186,2023-02-22,,Support,United States,FALSE
Jounce Therapeutics,Boston,,2023-02-22,57%,Healthcare,United States,FALSE
Immutable,Sydney Non-U.S.,,2023-02-22,11%,Crypto,Australia,TRUE
Locomation,Pittsburgh,,2023-02-22,100%,Transportat??https://www.bizjournals.com/p ittsburgh/news/2023/02/22/lo comation-shutting-down- operations-out-of-fund.html,,FALSE
Arch Oncology,St. Louis,,2023-02-22,,Healthcare,United States,FALSE
Vibrent Health,Washington D.C.,,2023-02-23,13%,Healthcare,United States,FALSE
Messari,New York City,,2023-02-23,15%,Crypto,United States,TRUE
Dapper Labs,Vancouver Non-U.S.,,2023-02-23,20%,Crypto,Canada,TRUE
StrongDM,SF Bay Area,40,2023-02-23,,Infrastructu??https://www.strongdm.com/bl og/strongdm-company- update-letter-from-ceo-to- staff,,FALSE
EVgo,Los Angeles,40,2023-02-23,,Transportat??https://www.businesswire.com /news/home/20230223005797 /en/EVgo-Inc.-Aligns- Organization-Around- Growing-Its-Charging- Network,,FALSE
The Iconic,Sydney Non-U.S.,69,2023-02-23,6%,Retail,Australia,FALSE
OneFootball,Berlin Non-U.S.,150,2023-02-23,32%,Marketing,Germany,FALSE
Merative,Ann Arbor,200,2023-02-23,10%,Healthcare,United States,FALSE
Medallia,SF Bay Area,59,2023-02-24,,Support,United States,FALSE
Ericsson,Stockholm Non-U.S.,8500,2023-02-24,8%,Other,Sweden,FALSE
Eat Just,SF Bay Area,40,2023-02-24,,Food,United States,FALSE
SAP Labs,Bengaluru Non-U.S.,300,2023-02-24,,Other,India,FALSE
Stax,Orlando,24,2023-02-24,,Finance,United States,FALSE
Lucira Health,SF Bay Area,26,2023-02-24,,Healthcare,United States,FALSE
Poshmark,SF Bay Area,,2023-02-24,2%,Retail,United States,FALSE
Velodyne Lidar,SF Bay Area,220,2023-02-24,,Transportat??https://www.mercurynews.co m/2023/02/24/tech-biotech- job-cut-san-jose-san-mateo- pleasanton-layoff-covid/,,FALSE
EQRx,Boston,,2023-02-24,18%,Healthcare,United States,FALSE
Twitter,SF Bay Area,200,2023-02-25,10%,Consumer,United States,FALSE
BitSight,Tel Aviv Non-U.S.,40,2023-02-26,,Security,Israel,TRUE
Stytch,SF Bay Area,19,2023-02-27,25%,Security,United States,TRUE
Outreach,Seattle,70,2023-02-27,7%,Sales,United States,FALSE
Palantir,Denver,75,2023-02-27,2%,Data,United States,TRUE
Amount,Chicago,130,2023-02-27,25%,Finance,United States,FALSE
Cerebral,SF Bay Area,285,2023-02-27,15%,Healthcare,United States,FALSE
Sono Motors,Munich Non-U.S.,300,2023-02-27,,Transportat??https://twitter.com/sonomotor s/status/163024620713741926 4,,FALSE
MeridianLink,Los Angeles,,2023-02-28,9%,Finance,United States,FALSE
DUX Education,Bengaluru Non-U.S.,,2023-02-28,100%,Education,India,FALSE
Ezoic,San Diego,10,2023-02-28,,Infrastructu??https://www.businessinsider.c om/an-adtech-employee- stole-a-9m-payment-sent-by- google-and-used-it-to-buy- gold-2023-4,,FALSE
Eventbrite,SF Bay Area,80,2023-02-28,8%,Consumer,United States,FALSE
Electronic Arts,Baton Rouge,200,2023-02-28,,Consumer,United States,FALSE
Meta,SF Bay Area,10000,2023-03-14,,Consumer,United States,TRUE
Anchorage Digital,SF Bay Area,75,2023-03-14,20%,Crypto,United States,TRUE
Fetch,Madison,100,2023-03-14,10%,Retail,United States,FALSE
Samsung,SF Bay Area,30,2023-03-14,,Hardware,United States,TRUE
Avidbots,Kitchener Non-U.S.,50,2023-03-14,14%,Hardware,Canada,FALSE
Kaleidoscope,Minneapolis,15,2023-03-14,30%,Finance,United States,FALSE
Hometap,Boston,,2023-03-15,,Real Estate,United States,TRUE
TradeWindow,Auckland Non-U.S.,25,2023-03-15,30%,Finance,New Zealand,FALSE
Nubank,Sao Paulo Non-U.S.,30,2023-03-15,,Finance,Brazil,FALSE
Boxed,New York City,32,2023-03-15,25%,Retail,United States,FALSE
Dukaan,Bengaluru Non-U.S.,56,2023-03-15,30%,Retail,India,FALSE
Klaviyo,Boston,140,2023-03-15,,Marketing,United States,FALSE
Leafly,Seattle,40,2023-03-16,21%,Retail,United States,FALSE
Course Hero,SF Bay Area,42,2023-03-16,15%,Education,United States,FALSE
Runtastic,Linz Non-U.S.,70,2023-03-16,28%,Fitness,Austria,FALSE
Coherent,SF Bay Area,108,2023-03-16,,Manufactur??https://www.siliconvalley.com/ 2023/03/16/coherent- fremont-job-cut-tech-layoff- google-facebook-twitter- economy/,,FALSE
Freshworks,SF Bay Area,114,2023-03-16,2%,Support,United States,FALSE
Bonusly,Boulder,,2023-03-16,,HR,United States,FALSE
Livspace,Bengaluru Non-U.S.,100,2023-03-17,2%,Retail,India,FALSE
Candor Technology,Atlanta,,2023-03-17,,Real Estate,United States,FALSE
Symend,Calgary Non-U.S.,50,2023-03-17,25%,Other,Canada,FALSE
Amazon,Seattle,9000,2023-03-20,,Retail,United States,TRUE
Huuuge Games,Warsaw Non-U.S.,,2023-03-20,10%,Consumer,Poland,FALSE
Laybuy,Auckland Non-U.S.,,2023-03-21,10%,Finance,New Zealand,FALSE
Grin,Sacramento,,2023-03-21,,Marketing,United States,FALSE
GAMURS Group,Sydney Non-U.S.,,2023-03-21,,Consumer,Australia,FALSE
Expedia,Seattle,,2023-03-21,,Travel,United States,FALSE
Smallcase,Bengaluru Non-U.S.,15,2023-03-21,4%,Finance,India,FALSE
Mr Yum,Melbourne Non-U.S.,40,2023-03-21,,Food,Australia,FALSE
Xing,Hamburg Non-U.S.,68,2023-03-21,,HR,Germany,FALSE
FreshBooks,Toronto Non-U.S.,80,2023-03-21,10%,Finance,Canada,FALSE
Workhuman,Dublin Non-U.S.,130,2023-03-21,10%,HR,Ireland,FALSE
Marvell,SF Bay Area,320,2023-03-21,4%,Hardware,United States,FALSE
Just Eat,London Non-U.S.,1700,2023-03-21,,Food,United Kingdo??False,FALSE
Indeed,Austin,2200,2023-03-22,15%,HR,United States,FALSE
Glassdoor,SF Bay Area,140,2023-03-22,15%,HR,United States,FALSE
Logitech,Geneva Non-U.S.,300,2023-03-22,,Hardware,Switzerland,FALSE
Copper,London Non-U.S.,,2023-03-22,15%,Crypto,United Kingdo??True,TRUE
Roofstock,SF Bay Area,,2023-03-22,27%,Real Estate,United States,FALSE
Rewind,Ottawa Non-U.S.,,2023-03-22,,Data,Canada,TRUE
Wejo,Chester Non-U.S.,40,2023-03-22,16%,Transportat??https://wejo.gcs- web.com/node/7461/html,,FALSE
Slite,Paris Non-U.S.,10,2023-03-23,25%,Other,France,FALSE
TakeOff,Kyiv Non-U.S.,50,2023-03-23,,Retail,Ukraine,FALSE
Glovo,Barcelona Non-U.S.,140,2023-03-23,,Food,Spain,FALSE
Veeam,Columbus,200,2023-03-23,,Data,United States,TRUE
Cimpress,Paris Non-U.S.,500,2023-03-23,,Retail,France,FALSE
Aspiration,Los Angeles,170,2023-03-24,,Finance,United States,FALSE
The Meet Group,New Hope,,2023-03-24,,Consumer,United States,FALSE
Better Therapeutics,SF Bay Area,,2023-03-27,35%,Healthcare,United States,FALSE
Rackspace,San Antonio,275,2023-03-27,,Data,United States,TRUE
AEye,SF Bay Area,46,2023-03-28,33%,Transportat??https://investors.aeye.ai/node/ 8921/html,,FALSE
Blue Nile,Seattle,119,2023-03-28,,Retail,United States,FALSE
Lucid Motors,SF Bay Area,1300,2023-03-28,18%,Transportat??https://techcrunch.com/2023/ 03/28/lucid-to-lay-off-1300- employees-in-restructuring/,,FALSE
CoverMyMeds,Columbus,800,2023-03-29,,Healthcare,United States,FALSE
Seagate,SF Bay Area,480,2023-03-29,,Hardware,United States,FALSE
Drizly,Boston,100,2023-03-29,,Retail,United States,FALSE
Electronic Arts,SF Bay Area,780,2023-03-29,6%,Consumer,United States,FALSE
Anyline,Vienna Non-U.S.,,2023-03-29,25%,Other,Austria,FALSE
OnePipe,Lagos Non-U.S.,,2023-03-29,,Finance,Nigeria,FALSE
Shift,SF Bay Area,,2023-03-29,30%,Transportat??https://techcrunch.com/2023/ 03/29/online-used-car- marketplace-shift-cuts- workforce-30-following- carlotz-merger/,,FALSE
iCAD,Nashua,23,2023-03-29,28%,Healthcare,United States,FALSE
Hulu,Beijing Non-U.S.,200,2023-03-30,,Media,China,FALSE
Roku,SF Bay Area,200,2023-03-30,6%,Media,United States,FALSE
LendingTree,Charlotte,150,2023-03-30,13%,Finance,United States,FALSE
FanClash,Gurugram Non-U.S.,100,2023-03-30,75%,Consumer,India,FALSE
Loop,Austin,19,2023-03-30,25%,Finance,United States,FALSE
Crossbeam,Philadelphia,17,2023-03-30,15%,Sales,United States,FALSE
AnswerLab,SF Bay Area,,2023-03-30,17%,Marketing,United States,FALSE
Endowus,Singapore Non-U.S.,,2023-03-30,,Finance,Singapore,FALSE
GoodWorker,Singapore Non-U.S.,,2023-03-30,90%,Recruiting,Singapore,FALSE
Kyndryl,New York City,,2023-03-30,,Infrastructu??https://www.channelfutures.co m/business-models/kyndryl- confirms-layoffs-as-no-1-cost- is-always-flesh-and-bone,,FALSE
Nowports,Monterrey Non-U.S.,,2023-03-30,15%,Logistics,Mexico,FALSE
Unacademy,Bengaluru Non-U.S.,,2023-03-30,12%,Education,India,FALSE
Spotify,Stockholm Non-U.S.,15,2023-03-30,,Media,Sweden,FALSE
Airbyte,SF Bay Area,,2023-03-31,,Data,United States,TRUE
Domestika,Madrid Non-U.S.,89,2023-03-31,45%,Education,Spain,FALSE
Snyk,Boston,128,2023-04-13,,Security,United States,TRUE
Astronomer,Cincinnati,100,2023-04-13,40%,Data,United States,TRUE
Lazerpay,Lagos Non-U.S.,,2023-04-13,100%,Crypto,Nigeria,TRUE
Heygo,London Non-U.S.,,2023-04-13,100%,Travel,United Kingdo??False,FALSE
Mediafly,Chicago,,2023-04-13,,Sales,,FALSE
Bluepad,Bengaluru Non-U.S.,,2023-04-13,100%,Media,India,FALSE
Sayurbox,Jakarta Non-U.S.,,2023-04-14,,Food,Indonesia,FALSE
OpenClassrooms,Paris Non-U.S.,,2023-04-14,25%,Education,France,FALSE
Calibrate,New York City,,2023-04-14,18%,Healthcare,United States,FALSE
Community Gaming,New York City,17,2023-04-14,17%,Crypto,United States,TRUE
Drip Capital,SF Bay Area,75,2023-04-14,20%,Finance,United States,FALSE
Quadream,Tel Aviv Non-U.S.,,2023-04-16,100%,Security,Israel,TRUE
Ten Square Games,Wrocław Non-U.S.,120,2023-04-17,25%,Consumer,Poland,FALSE
Clearcover,Chicago,81,2023-04-17,15%,Finance,United States,FALSE
Paper,Montreal Non-U.S.,81,2023-04-17,3%,Education,Canada,FALSE
Utopia Music,Zug Non-U.S.,,2023-04-17,15%,Other,Switzerland,FALSE
FamPay,Bengaluru Non-U.S.,,2023-04-17,,Finance,India,FALSE
Kumu,Manila Non-U.S.,,2023-04-17,,Media,Philippines,FALSE
Ynsect,Paris Non-U.S.,17,2023-04-17,25%,Food,France,FALSE
Opendoor,SF Bay Area,560,2023-04-18,22%,Real Estate,United States,FALSE
Noon,Riyadh Non-U.S.,340,2023-04-18,10%,Retail,Saudi Arabia,FALSE
CoLab,Sydney Non-U.S.,,2023-04-18,100%,Food,Australia,FALSE
Culture Amp,Melbourne Non-U.S.,90,2023-04-18,9%,HR,Australia,FALSE
TRM Labs,SF Bay Area,16,2023-04-18,9%,Crypto,United States,TRUE
WalkMe,SF Bay Area,112,2023-04-19,10%,Other,United States,FALSE
F5,Seattle,623,2023-04-19,9%,Security,United States,TRUE
Lenovo,Raleigh,,2023-04-20,,Hardware,United States,FALSE
Iress,Melbourne Non-U.S.,,2023-04-20,10%,Finance,Australia,FALSE
Insider,New York City,,2023-04-20,10%,Media,United States,FALSE
Gloat,New York City,35,2023-04-20,12%,HR,United States,FALSE
Koo,Bengaluru Non-U.S.,78,2023-04-20,30%,Consumer,India,FALSE
BuzzFeed,New York City,180,2023-04-20,15%,Media,United States,FALSE
Open,Bengaluru Non-U.S.,47,2023-04-20,,Finance,India,FALSE
Pluralsight,Salt Lake City,,2023-04-21,,Education,United States,FALSE
Benchling,SF Bay Area,74,2023-04-21,9%,Other,United States,FALSE
Lyft,SF Bay Area,1072,2023-04-21,26%,Transportat??https://www.cnbc.com/2023/0 4/27/lyft-layoffs-company-to- cut-1072-employees-or- 26percent-of-its- workforce.html,,FALSE
Flink,Berlin Non-U.S.,8000,2023-04-24,40%,Food,Germany,FALSE
BigPanda,SF Bay Area,40,2023-04-24,13%,Infrastructu??https://www.calcalistech.com/ ctechnews/article/hjmakgn73,,FALSE
Red Hat,Raleigh,760,2023-04-24,4%,Other,United States,FALSE
Skill Lync,Chennai Non-U.S.,400,2023-04-25,,Education,India,FALSE
Rapid,SF Bay Area,115,2023-04-25,50%,Finance,United States,FALSE
RenoRun,Montreal Non-U.S.,,2023-04-26,100%,Construction,Canada,FALSE
Teampay,New York City,30,2023-04-26,33%,Finance,United States,FALSE
Extramarks,Noida Non-U.S.,300,2023-04-26,,Education,India,FALSE
Dropbox,SF Bay Area,500,2023-04-27,16%,Other,United States,FALSE
Alteryx,Los Angeles,320,2023-04-27,11%,Data,United States,TRUE
Vroom,New York City,120,2023-04-27,11%,Transportat??https://www.hrkatha.com/new s/layoff/vroom-to-let-go-11- workforce/,,FALSE
Greenhouse,New York City,100,2023-04-27,12%,Recruiting,,FALSE
Rebellion Defense,Washington D.C.,90,2023-04-27,,Data,United States,TRUE
Poppulo,Denver,85,2023-04-27,,HR,United States,FALSE
Airtasker,Sydney Non-U.S.,45,2023-04-27,20%,Retail,Australia,TRUE
Chief,New York City,43,2023-04-27,14%,Other,United States,FALSE
Tickertape,Bengaluru Non-U.S.,29,2023-04-27,29%,Finance,India,FALSE
Clubhouse,SF Bay Area,,2023-04-27,50%,Consumer,United States,FALSE
Oddle,Singapore Non-U.S.,,2023-04-27,25%,Food,Singapore,FALSE
Rad Power Bikes,Seattle,,2023-04-27,,Transportat??https://www.bicycleretailer.co m/industry- news/2023/04/27/rad-power- bikes-has-more-layoffs,,FALSE
Megaport,Brisbane Non-U.S.,50,2023-04-27,16%,Infrastructu??https://cdn- api.markitdigital.com/apiman- gateway/ASX/asx- research/1.0/file/2924- 02659300-2A1446019? access_token=83ff96335c2d45 a094df02a206a39ff4,,FALSE
Cue Health,San Diego,326,2023-04-28,30%,Healthcare,United States,FALSE
N26,Berlin Non-U.S.,71,2023-04-28,4%,Finance,Germany,FALSE
Poparazzi,Los Angeles,,2023-04-28,100%,Consumer,United States,FALSE
Providoor,Melbourne Non-U.S.,,2023-04-28,100%,Food,Australia,FALSE
Embark Vet,Boston,28,2023-04-28,,Healthcare,United States,FALSE
Cogito,New Delhi Non-U.S.,177,2023-04-29,,Data,India,TRUE
Vah Vah!,Bengaluru Non-U.S.,150,2023-04-30,,Education,India,FALSE
Cana,SF Bay Area,,2023-05-13,100%,Food,United States,FALSE
Quanto,Sao Paulo Non-U.S.,,2023-05-16,85%,Finance,Brazil,FALSE
DroneUp,Norfolk,,2023-05-16,,Logistics,United States,FALSE
Lemonade,New York City,45,2023-05-16,3%,Finance,United States,FALSE
Zepz,London Non-U.S.,420,2023-05-16,26%,Finance,United Kingdo??False,FALSE
Cerner,Kansas City,3000,2023-05-16,11%,Healthcare,United States,FALSE
Formstack,Indianapolis,,2023-05-17,40%,Other,,FALSE
Stash,New York City,40,2023-05-17,10%,Finance,United States,FALSE
Clearbit,SF Bay Area,,2023-05-18,,Sales,United States,FALSE
dbt Labs,Philadelphia,,2023-05-18,15%,Data,United States,TRUE
Pie Insurance,Washington D.C.,63,2023-05-18,14%,Finance,United States,FALSE
Nextbite,Denver,,2023-05-18,,Food,United States,FALSE
TuSimple,San Diego,,2023-05-18,30%,Transportat??https://techcrunch.com/2023/ 05/18/tusimple-to-lay-off-30- of-u-s-workforce-keep-china- business/,,FALSE
L1ght,Tel Aviv Non-U.S.,,2023-05-18,100%,Other,Israel,FALSE
Moss,Berlin Non-U.S.,30,2023-05-19,,Finance,Germany,FALSE
Nuance Communications,Boston,,2023-05-20,,Healthcare,United States,FALSE
Paperless Parts,Boston,,2023-05-22,,Manufactur??https://www.bizjournals.com/b oston/inno/stories/news/2023 /05/22/paperless-parts- layoffs.html,,FALSE
FemTech Health,Houston,,2023-05-22,100%,Healthcare,United States,FALSE
Daylight,Los Angeles,,2023-05-22,100%,Finance,United States,FALSE
AppFolio,Santa Barbara,62,2023-05-22,,Real Estate,United States,FALSE
Reliance JioMart,Mumbai Non-U.S.,1000,2023-05-23,,Food,,FALSE
SoundCloud,Berlin Non-U.S.,,2023-05-23,8%,Consumer,Germany,FALSE
Tractable,London Non-U.S.,,2023-05-23,,Finance,United Kingdo??False,FALSE
Qualcomm,Haifa Non-U.S.,30,2023-05-23,,Hardware,Israel,FALSE
Brainly,Krakow Non-U.S.,,2023-05-24,30%,Education,Poland,TRUE
Alibaba Cloud,Hangzhou Non-U.S.,,2023-05-24,7%,Data,,TRUE
Western Digital,Kfar Saba Non-U.S.,60,2023-05-24,7%,Hardware,Israel,FALSE
Flink,Berlin Non-U.S.,100,2023-05-24,16%,Food,Germany,FALSE
WillowTree,Charlottesville,120,2023-05-24,11%,Marketing,United States,FALSE
Guild,Denver,172,2023-05-24,12%,Education,United States,FALSE
BenevolentAI,London Non-U.S.,180,2023-05-25,,Healthcare,,FALSE
Airmeet,Bengaluru Non-U.S.,75,2023-05-25,30%,Marketing,India,TRUE
Circus Kitchens,Hamburg Non-U.S.,35,2023-05-25,,Food,Germany,FALSE
Jellysmack,Paris Non-U.S.,13,2023-05-25,,Media,France,FALSE
Kabam,SF Bay Area,,2023-05-25,12%,Consumer,United States,FALSE
Project44,Chicago,130,2023-05-26,10%,Logistics,United States,FALSE
DHI Group,New York City,53,2023-05-26,10%,Recruiting,United States,FALSE
Evolve,Denver,164,2023-05-29,14%,Travel,United States,FALSE
Nansen,Singapore Non-U.S.,,2023-05-30,,Crypto,Singapore,TRUE
Coupa,SF Bay Area,,2023-05-30,,Finance,United States,FALSE
Mensa Brands,Bengaluru Non-U.S.,30,2023-05-30,,Retail,India,FALSE
Taxfix,Berlin Non-U.S.,120,2023-05-30,20%,Finance,Germany,FALSE
PacketFabric,Los Angeles,,2023-05-30,,Infrastructu??https://www.linkedin.com/post s/packetfabric_with-the- growth-of-any-organization- comes-activity- 7069360909927788544-XuBz/,,FALSE
Away,New York City,22,2023-05-31,8%,Retail,United States,FALSE
Mux,SF Bay Area,40,2023-05-31,30%,Infrastructu??Internal memo,,FALSE
Vendr,Boston,100,2023-05-31,25%,Other,United States,FALSE
ZipRecruiter,Los Angeles,270,2023-05-31,20%,Recruiting,United States,FALSE
Zendesk,SF Bay Area,320,2023-05-31,8%,Support,United States,FALSE
McMakler,Berlin Non-U.S.,60,2023-05-31,,Real Estate,Germany,FALSE
Zalando,Berlin Non-U.S.,,2023-06-13,,Retail,Germany,FALSE
JupiterOne,Raleigh,8,2023-06-13,,Security,United States,TRUE
Western Digital,SF Bay Area,211,2023-06-13,,Hardware,United States,FALSE
Sonos,New York City,130,2023-06-14,7%,Consumer,United States,FALSE
Bitwise,SF Bay Area,900,2023-06-14,100%,Crypto,United States,TRUE
TrueCar,Los Angeles,102,2023-06-14,24%,Transportat??https://techcrunch.com/2023/ 06/14/truecar-lays-off-102- employees-taps-new-ceo- amid-restructure/,,FALSE
Mamaearth,Gurugram Non-U.S.,80,2023-06-14,,Retail,India,FALSE
Synapse,SF Bay Area,,2023-06-14,18%,Finance,United States,FALSE
Olo,New York City,81,2023-06-14,11%,Food,United States,FALSE
FrontRow,Bengaluru Non-U.S.,,2023-06-15,90%,Education,India,FALSE
Cerner,Kansas City,,2023-06-15,,Healthcare,United States,FALSE
Binance.US,SF Bay Area,,2023-06-15,,Crypto,,TRUE
TADA,Seoul Non-U.S.,45,2023-06-15,60%,Transportat??https://techcrunch.com/2023/ 06/15/socars-ride-hailing- platform-tada-adds-to- growing-list-of-tech-layoffs/,,FALSE
CareRev,Los Angeles,100,2023-06-15,33%,Healthcare,United States,FALSE
Nikola,Phoenix,270,2023-06-16,,Transportat??https://www.reuters.com/busi ness/autos- transportation/electric-truck- maker-nikola-laying-off-270- employees-2023-06-16/,,FALSE
Qualcomm,SF Bay Area,84,2023-06-16,,Hardware,United States,FALSE
Karshare,London Non-U.S.,,2023-06-16,100%,Transportat??https://karshare.com/,,FALSE
Zulily,Seattle,,2023-06-16,,Retail,United States,FALSE
Pilot,SF Bay Area,45,2023-06-16,13%,Finance,United States,FALSE
Mojocare,Bengaluru Non-U.S.,170,2023-06-17,80%,Healthcare,India,FALSE
Fuzzy,SF Bay Area,,2023-06-18,100%,Healthcare,United States,FALSE
Panther,Tampa Bay,,2023-06-19,100%,HR,United States,FALSE
Chingari,Bengaluru Non-U.S.,48,2023-06-19,20%,Media,India,FALSE
Grab,Singapore Non-U.S.,1000,2023-06-20,11%,Transportat??https://www.reuters.com/tech nology/singapores-grab- informs-staff-1000-layoffs- 2023-06-20/,,FALSE
Karakuki,London Non-U.S.,,2023-06-20,100%,Food,United Kingdo??False,FALSE
AvantStay,Los Angeles,37,2023-06-20,,Travel,,FALSE
OLX Group,Amsterdam Non-U.S.,800,2023-06-20,,Marketing,Netherlands,FALSE
Mutiny,SF Bay Area,,2023-06-21,30%,Marketing,United States,FALSE
Illumina,San Diego,,2023-06-21,,Healthcare,United States,FALSE
Friday Health Plans,Alamosa,,2023-06-21,,Healthcare,,FALSE
Ritual,Toronto Non-U.S.,38,2023-06-21,40%,Food,Canada,FALSE
Tackle.io,Boise,75,2023-06-21,,Infrastructu??https://tackle.io/blog/tackle- company-update/,,FALSE
Uber,SF Bay Area,200,2023-06-21,,Transportat??https://www.nasdaq.com/articl es/uber-to-lay-off-200- employees-in-recruitment- division,,FALSE
Anaplan,SF Bay Area,300,2023-06-21,,Other,United States,FALSE
Retool,SF Bay Area,,2023-06-22,9%,Other,United States,FALSE
IRL,SF Bay Area,,2023-06-23,100%,Consumer,United States,FALSE
Joonko,New York City,,2023-06-25,100%,Recruiting,United States,FALSE
Convoy,Seattle,30,2023-06-26,5%,Logistics,United States,FALSE
Robinhood,SF Bay Area,150,2023-06-26,7%,Finance,United States,FALSE
Payoneer,New York City,200,2023-06-26,10%,Finance,United States,FALSE
Selina,London Non-U.S.,350,2023-06-27,,Travel,United Kingdo??False,FALSE
New Relic,SF Bay Area,255,2023-06-27,10%,Infrastructu??https://www.oregonlive.com/si licon-forest/2023/06/new- relic-will-lay-off-another-255- in-latest-restructuring.html,,FALSE
Tibber,Førde Non-U.S.,50,2023-06-27,,Energy,Norway,FALSE
ClearPay,Manchester Non-U.S.,,2023-06-27,,Finance,United Kingdo??False,FALSE
Loopio,Toronto Non-U.S.,,2023-06-27,9%,Sales,,FALSE
Honor,SF Bay Area,,2023-06-27,15%,Healthcare,United States,FALSE
Lordstown Motors,Detroit,,2023-06-27,100%,Transportat??https://www.cnn.com/2023/06 /27/business/lordstown- motors-bankruptcy-foxconn- lawsuit-intl-hnk/index.html,,FALSE
Waze,SF Bay Area,,2023-06-27,,Transportat??https://www.cnbc.com/2023/0 6/27/google-cuts-jobs-at- waze-as-it-continues-to- merge-mapping- products.html,,FALSE
Eyowo,Lagos Non-U.S.,,2023-06-27,100%,Finance,Nigeria,FALSE
Zapier,SF Bay Area,,2023-06-28,10%,Other,United States,FALSE
Starburst,Boston,,2023-06-28,15%,Data,United States,TRUE
Plex,SF Bay Area,37,2023-06-28,20%,Media,United States,FALSE
Karat,Seattle,47,2023-06-28,,HR,United States,FALSE
Ludia,Montreal Non-U.S.,55,2023-06-28,,Consumer,,FALSE
ClickUp,San Diego,90,2023-06-28,10%,Other,United States,FALSE
Niantic,SF Bay Area,230,2023-06-29,,Other,United States,FALSE
Candy Digital,New York City,30,2023-06-29,,Crypto,United States,TRUE
Artsy,New York City,35,2023-06-29,15%,Retail,United States,FALSE
Xiaomi India,Bengaluru Non-U.S.,30,2023-06-29,,Other,,FALSE
Headspace,Los Angeles,181,2023-06-29,15%,Healthcare,United States,FALSE
Insider Intelligence,New York City,20,2023-06-29,,Media,,TRUE
Vowel,New York City,,2023-06-29,100%,Other,United States,FALSE
Stripe,SF Bay Area,,2023-06-29,,Finance,United States,FALSE
Torii,Ra'anana Non-U.S.,28,2023-06-29,30%,Other,Israel,FALSE
Merama,Mexico City Non-U.S.,,2023-06-29,10%,Retail,Mexico,FALSE
Qyuki,Bengaluru Non-U.S.,,2023-06-29,30%,Other,India,FALSE
Petal,New York City,,2023-06-30,20%,Finance,United States,FALSE
MediaMath,New York City,,2023-06-30,100%,Marketing,,FALSE
Lunya,Los Angeles,,2023-06-30,100%,Retail,United States,FALSE
Buzzer,New York City,,2023-06-30,100%,Consumer,United States,FALSE
Navi Technologies,Bengaluru Non-U.S.,200,2023-07-13,,Finance,India,FALSE
Amazon,Seattle,80,2023-07-13,,Retail,United States,TRUE
Tempo Automation,SF Bay Area,62,2023-07-13,,Other,United States,FALSE
Uber Freight,SF Bay Area,40,2023-07-13,,Logistics,United States,FALSE
Deepwatch,Tampa Bay,30,2023-07-13,7%,Security,United States,TRUE
Skill Lync,Chennai Non-U.S.,200,2023-07-13,,Education,India,FALSE
Factorial,Barcelona Non-U.S.,20,2023-07-13,,HR,Spain,FALSE
Centr,Sydney Non-U.S.,22,2023-07-13,,Fitness,Australia,FALSE
SAS,Raleigh,,2023-07-13,,Data,United States,TRUE
Netlify,SF Bay Area,,2023-07-13,,Other,United States,FALSE
AudioCodes,Tel Aviv Non-U.S.,80,2023-07-13,6%,Other,Israel,FALSE
Bark,New York City,,2023-07-13,8%,Retail,United States,FALSE
Peloton,New York City,11,2023-07-13,,Fitness,United States,FALSE
Khoros,Austin,,2023-07-13,5%,Sales,,FALSE
PayScale,Seattle,14,2023-07-14,2%,HR,United States,FALSE
Binance,Cayman Islands,1000,2023-07-14,,Crypto,Cayman Islands,TRUE
Ezoic,San Diego,,2023-07-17,28%,Infrastructu??https://www.ezoic.com/ceo- dwayne-letter-to-employees/,,FALSE
Lamudi Indonesia,Jakarta Non-U.S.,,2023-07-17,,Real Estate,Indonesia,FALSE
IBM,Tel Aviv Non-U.S.,,2023-07-17,,Hardware,Israel,TRUE
Code42,Minneapolis,,2023-07-17,,Security,United States,TRUE
Sarcos,Salt Lake City,75,2023-07-17,25%,Aerospace,United States,FALSE
Microsoft,Seattle,1000,2023-07-18,,Other,United States,TRUE
Square Roots,New York City,,2023-07-18,,Food,United States,FALSE
Cameo,Chicago,80,2023-07-18,,Consumer,United States,FALSE
Blue Apron,New York City,,2023-07-19,20%,Food,United States,FALSE
Tilia,SF Bay Area,28,2023-07-19,32%,Finance,United States,FALSE
Inspirato,Denver,50,2023-07-19,6%,Travel,United States,FALSE
AgentSync,Denver,67,2023-07-19,24%,Finance,United States,FALSE
